id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41925666,MOURARIA STYLISH by HOMING,104083974,Homing,Lisboa,Santa Maria Maior,38.71666,-9.13362,Entire home/apt,56,2,2,2021-10-24,0.09,73,355,1,79044/AL
41925669,SANTA MARTA VINTAGE DESIGN I by HOMING,104083974,Homing,Lisboa,Santo Antnio,38.72067,-9.14402,Entire home/apt,47,2,9,2021-09-29,0.40,73,347,4,45473/AL
41929985,[Safe&Clean] Estúdio no coração de Lisboa,97800475,Cláudia E José,Lisboa,Arroios,38.72471,-9.13172,Entire home/apt,39,3,28,2021-11-24,1.32,6,174,16,37158/AL
41930534,Barco Romântico Lisboa,143580057,Gustavo Gonçalves,Lisboa,Estrela,38.70053,-9.17011,Entire home/apt,16,2,106,2021-12-06,4.71,1,309,58,Exempt
41930860,"Greenpeace Room in VFX, 20min away from Lisbon ///",141559874,Valentina,Vila Franca De Xira,Vila Franca de Xira,38.95439,-8.99056,Private room,35,1,23,2021-11-15,1.11,5,278,14,114685/AL
41931208,Super Central Downtown IV by Central Hill,2681397,Central Hill Apartments,Lisboa,Santa Maria Maior,38.7154,-9.13985,Entire home/apt,121,1,12,2021-08-26,0.53,30,348,3,100260_AL
41936985,The Lux Studio Chiado,331808881,Bonnie & Bay,Lisboa,Santa Maria Maior,38.70966,-9.13851,Entire home/apt,76,3,33,2021-12-05,1.50,1,243,28,105154/AL
41945994,Nomad's Fine Arts in Chiado with Garage,164595585,Nomad City Flats,Lisboa,Santa Maria Maior,38.70997,-9.14114,Entire home/apt,264,1,7,2021-08-29,0.32,12,5,6,104882	/AL
41948854,White Apartment - T2 near BEACH,331964495,Emilia,Cascais,Cascais e Estoril,38.70241,-9.38124,Entire home/apt,44,6,7,2021-10-24,0.35,2,275,6,861407/Al
41957975,DuZé Country House - Terrugem,332034162,José,Sintra,So Joo das Lampas e Terrugem,38.84542,-9.3783,Entire home/apt,40,2,10,2021-10-11,0.45,2,311,6,116146/AL
41958792,#5 Huge Bedroom w/ Balcony in Campo Pequeno,222858515,Filipe,Lisboa,Areeiro,38.74293,-9.14141,Private room,23,15,0,,,29,91,0,105330/AL
41969061,Liberdade Cozy Central Duplex 1-Bedroom Apt,168924681,"Eva, Gabriel, Lays E Andreia",Lisboa,Santo Antnio,38.72244,-9.14392,Entire home/apt,70,2,10,2021-11-05,0.46,26,72,9,83209/AL
41971594,"Cosy Chic Cabin - In the nature, near the ocean !",159966587,Élio Pinhal,Mafra,Mafra,38.97819,-9.34777,Entire home/apt,60,2,12,2021-10-23,0.69,3,253,8,28419/AL
41972040,Confortable room,133796231,Lara,Lisboa,Marvila,38.74039,-9.10224,Private room,15,5,0,,,1,13,0,Exempt
41977203,"Lapa Apartment ""Light of Lisbon""",22690099,Jorge,Lisboa,Estrela,38.70914,-9.16049,Entire home/apt,65,2,48,2021-11-21,2.21,4,344,30,100735/AL
41977699,"Apartamento - Estoril, Portugal",332299084,Emilian Amigo,Cascais,Cascais e Estoril,38.70489,-9.40504,Entire home/apt,70,10,0,,,1,180,0,21146/AL
41980615,"The Soul Corner w/oceanview, tv,BBQ near Ericeira",113534482,Sofia,Torres Vedras,So Pedro da Cadeira,39.05979,-9.41163,Entire home/apt,44,1,51,2021-11-25,2.32,5,322,31,Exempt
41988505,Typical Cozy Moorish quarter House,331320119,Noemy,Lisboa,Santa Maria Maior,38.7156,-9.13273,Entire home/apt,30,15,3,2020-06-29,0.14,1,0,0,71495/AL
41990122,ThisisLisbon - LuxRiverView Apartment,146099378,Atlantic Sea,Lisboa,Estrela,38.70525,-9.16194,Entire home/apt,51,1,24,2021-11-11,1.09,4,321,19,107528/AL
41998776,Room & private bathroom - Cascais Riviera,35481885,Carol,Cascais,Cascais e Estoril,38.70406,-9.43201,Private room,28,1,36,2021-12-02,2.15,1,325,29,Exempt
42010142,Quarto de casal,332857128,Ângelo,Lisboa,Arroios,38.72731,-9.13296,Private room,50,1,0,,,1,180,0,Exempt
42021723,C&O Lisbon Apartments,184966919,Olena,Lisboa,Alcntara,38.70526,-9.17727,Entire home/apt,250,3,0,,,5,360,0,105468/AL
42023595,Lisboa casa com vista - Damasceno 42,95671184,Lucia,Lisboa,So Vicente,38.7177,-9.13249,Entire home/apt,140,3,1,2020-03-08,0.05,4,329,0,821475/AL
42037379,Enjoy Lisbon Santa Catarina,13530121,Isabel & Isa,Lisboa,Misericrdia,38.71128,-9.14888,Entire home/apt,55,3,1,2020-03-21,0.05,7,311,0,66996/AL
42040899,Marquês Rooftop with Balcony,3953109,Feels Like Home,Lisboa,Arroios,38.72805,-9.14715,Entire home/apt,89,1,0,,,281,342,0,14829
42046810,"T1 Centro de Lisboa, perto de de zona histórica.",312040828,Elsa,Lisboa,Arroios,38.72567,-9.13289,Entire home/apt,53,3,2,2021-11-20,0.98,1,146,2,Exempt
42047935,Motorhome Muxima park anytime& everywhere you want,72832767,Cristina,Cascais,Cascais e Estoril,38.69895,-9.42598,Entire home/apt,70,5,0,,,1,363,0,Exempt
42054486,Twin with balcony ~ TripGeo Guesthouse Lisbon,17784132,Jose,Lisboa,Arroios,38.73203,-9.13941,Private room,37,2,0,,,6,358,0,25434/AL
42055451,Triple with balcony ~ TripGeo Guesthouse Lisbon,17784132,Jose,Lisboa,Arroios,38.7301,-9.14114,Private room,38,2,0,,,6,365,0,25434/AL
42056339,Twin Deluxe with Balcony ~ TripGeo Guesthouse,17784132,Jose,Lisboa,Arroios,38.73187,-9.13971,Private room,48,2,1,2021-09-26,0.40,6,253,1,25434/AL
42057639,"Sintra M Country Villas-Stunning View, Garden&Pool",333350788,Mónica,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.82007,-9.41071,Entire home/apt,300,7,4,2021-09-21,0.25,1,1,2,106066/AL
42059135,Quarto em Damaia,178184774,Paulo,Amadora,guas Livres,38.74369,-9.21963,Private room,16,2,2,2020-02-22,0.09,3,48,0,68031/AL
42063399,Graça Apartment River View,76127721,Nuno,Lisboa,So Vicente,38.72044,-9.12107,Entire home/apt,59,2,29,2021-11-15,1.30,15,350,14,93323/AL
42079639,Twin Cozy ~ TripGeo Guesthouse Lisbon,17784132,Jose,Lisboa,Arroios,38.72983,-9.14004,Private room,35,2,0,,,6,365,0,25434/AL
42080206,Twin Confort ~ TripGeo Guesthouse Lisbon,17784132,Jose,Lisboa,Arroios,38.73189,-9.1413,Private room,44,2,0,,,6,365,0,25434/AL
42082396,COSY LIBERDADE by HOMING,104083974,Homing,Lisboa,Santo Antnio,38.7215,-9.14411,Entire home/apt,49,2,1,2021-09-06,0.32,73,359,1,72796/AL
42082397,SANTA CATARINA VINTAGE by HOMING,104083974,Homing,Lisboa,Misericrdia,38.70997,-9.15122,Entire home/apt,56,2,3,2021-09-12,0.14,73,327,2,72377/AL
42082403,COMBRO SUITES I by HOMING,104083974,Homing,Lisboa,Misericrdia,38.71009,-9.15073,Entire home/apt,53,2,7,2021-10-17,0.32,73,326,5,81195/AL
42082404,COMBRO SUITES III by HOMING,104083974,Homing,Lisboa,Misericrdia,38.71009,-9.15073,Entire home/apt,58,2,7,2021-10-12,0.33,73,356,4,81197/AL
42082407,COMBRO SUITES IV by HOMING,104083974,Homing,Lisboa,Misericrdia,38.71009,-9.15073,Entire home/apt,48,2,4,2020-10-03,0.18,73,340,0,81204/AL
42082408,GOLDEN STUDIO INSIDE CASTLE WALLS by HOMING,104083974,Homing,Lisboa,Santa Maria Maior,38.71277,-9.13247,Entire home/apt,43,2,11,2021-11-22,0.50,73,322,9,81639/AL
42082409,BAIRRO ALTO VIEWS by HOMING,104083974,Homing,Lisboa,Misericrdia,38.71098,-9.1446,Entire home/apt,51,2,16,2021-11-11,0.73,73,329,12,77862/AL
42082413,COSY LISBON FLAT by HOMING,104083974,Homing,Lisboa,Santo Antnio,38.72305,-9.14447,Entire home/apt,55,2,3,2021-10-23,0.14,73,321,1,90945/AL
42086413,2BDR Apartment Downtown W/Terrace by LovelyStay,257927631,LovelyStay,Lisboa,Santa Maria Maior,38.71639,-9.13645,Entire home/apt,112,2,36,2021-11-22,1.63,70,165,20,85348/AL
42086729,"NEW Ayres Houses 2, Lisbon Belém -Wifi, Clim Beach",156772411,Pedro,Lisboa,Belm,38.7009,-9.2243,Entire home/apt,66,2,1,2020-09-01,0.06,2,0,0,106919/AL
42089622,LISBOA CASAL 6,215183336,Theorynomad ROOMS,Lisboa,Areeiro,38.74216,-9.14134,Private room,35,1,7,2021-10-12,1.72,7,349,7,103254/AL
42094553,Comtesse Lisbonne Studio B,333812623,Comtesse Lisbonne,Lisboa,Santa Maria Maior,38.71185,-9.14103,Entire home/apt,78,1,5,2021-09-19,0.79,28,347,5,91441/AL
42105943,Alfama Delight  River& City Views AC 3Bedrs+2Baths,13750296,Ana,Lisboa,Santa Maria Maior,38.71227,-9.13025,Entire home/apt,131,3,17,2021-11-22,1.49,16,315,17,32569/AL
42106093,LISBOA FAMILY 7,215183336,Theorynomad ROOMS,Lisboa,Areeiro,38.74384,-9.1419,Private room,39,1,8,2021-10-27,1.66,7,3,8,103254/AL
42107050,Anjos 10 View | New | AC | Elevator | Families,333981851,Marta,Lisboa,Penha de Frana,38.72881,-9.13167,Entire home/apt,84,1,11,2021-11-20,0.52,1,351,10,106506/AL
42107597,BLUE BICA Apartment I Prime Location in Lisbon,99481117,Carla Martins NOOK AGENCY,Lisboa,Misericrdia,38.70819,-9.14784,Entire home/apt,89,3,0,,,20,133,0,66208/AL
42107789,LISBOA FAMILY 2,215183336,Theorynomad ROOMS,Lisboa,Areeiro,38.74181,-9.14348,Shared room,34,1,1,2021-10-10,0.49,7,333,1,103254/AL
42108302,LISBOA DUPLO 5,215183336,Theorynomad ROOMS,Lisboa,Areeiro,38.74174,-9.14144,Shared room,37,1,0,,,7,2,0,103254/AL
42109095,"Small Flat close to Rossio center, Martim moniz",262257969,Botelho,Lisboa,Arroios,38.71729,-9.13862,Entire home/apt,30,15,1,2020-12-30,0.09,1,255,1,27981/AL
42111287,Palhas Apartment (Center),334013614,Yolanda,Mafra,Ericeira,38.96493,-9.41712,Entire home/apt,65,3,16,2021-12-02,1.10,1,239,14,35935/AL
42113220,Luxurious Apartment  Parede-Cascais,314700672,Cláudia Cristina,Cascais,So Domingos de Rana,38.69536,-9.34794,Entire home/apt,59,4,5,2021-09-16,0.31,3,56,3,34190/AL
42114025,"Rua Augusta, beautiful 2 bedroom apartment with views, Lisbon",185689002,GAL - Gestão De Alojamento Local,Lisboa,Santa Maria Maior,38.71113,-9.13745,Entire home/apt,110,2,9,2021-12-05,1.40,7,289,9,104326/AL
42114618,INGLESINHOS - CASTELO 2,152067692,Carolina,Lisboa,Santa Maria Maior,38.71445,-9.13527,Entire home/apt,120,3,27,2021-12-01,1.56,6,132,23,84914/AL
42115585,Chiado Charming River View Loft,6952834,Esther,Lisboa,Misericrdia,38.7067,-9.14293,Entire home/apt,101,3,23,2021-12-07,1.23,3,162,22,64969/AL
42129187,CHIADO PREMIUM by HOMING,318669472,Homing,Lisboa,Misericrdia,38.71102,-9.14852,Entire home/apt,101,3,9,2021-08-01,0.43,38,323,3,34137/AL
42134382,"Ocean View Luxury Suite & Terrace Estoril, Cascais",334295515,Splendid,Cascais,Cascais e Estoril,38.70429,-9.3991,Entire home/apt,90,2,21,2021-12-07,0.99,1,169,13,91163
42135341,Lisbon Barão (Alameda) Duplex Entire Apartment,334303574,Gina,Lisboa,Penha de Frana,38.73453,-9.12864,Entire home/apt,79,2,9,2020-09-06,0.47,1,342,0,75556
42138318,Alcântara Premium Studio | AC | Lx Factory,334334148,Siamak,Lisboa,Alcntara,38.70556,-9.17444,Entire home/apt,56,1,17,2021-11-22,0.80,2,357,14,89441/AL
42138893,Unique Monsanto View 2 bedrooms Apt @ Campolide,116114374,Augusto,Lisboa,Campolide,38.72739,-9.16537,Entire home/apt,50,28,2,2021-09-29,0.58,13,99,2,Exempt
42140258,Historic Apartment Lisbon River,84627990,Sarah & Pedro,Lisboa,Beato,38.73448,-9.10629,Entire home/apt,41,1,75,2021-12-04,3.41,30,111,50,73044/AL
42142084,Chiado Charming Apartment 1,334383951,João,Lisboa,Misericrdia,38.71137,-9.14314,Entire home/apt,59,2,15,2021-11-22,0.69,9,357,4,6773/AL
42154091,Casa - Casal Pedro Almeida - Ribeira de Sintra,81125799,Antonio,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80733,-9.40008,Entire home/apt,51,2,0,,,2,223,0,85265/AL
42158358,Luxury Chiado Apartment,131888156,Pedro,Lisboa,Misericrdia,38.7106,-9.14408,Entire home/apt,179,2,11,2021-08-29,0.68,1,227,9,84307/AL
42166659,Chiado Charming Apartment 2,334383951,João,Lisboa,Misericrdia,38.71315,-9.14281,Entire home/apt,66,2,13,2021-11-15,0.60,9,348,7,6736/AL
42168211,Chiado Charming Apartment 3,334383951,João,Lisboa,Misericrdia,38.712,-9.14454,Entire home/apt,60,2,6,2020-10-06,0.27,9,365,0,6771/AL
42169003,Chiado Charming Apartment 4,334383951,João,Lisboa,Misericrdia,38.71357,-9.14265,Entire home/apt,66,2,13,2021-11-25,0.59,9,355,6,6781/AL
42169318,Chiado Charming Apartment 5,334383951,João,Lisboa,Misericrdia,38.71322,-9.14392,Entire home/apt,60,2,3,2021-11-11,0.14,9,362,1,6785/AL
42170287,Chiado Charming Apartment 6,334383951,João,Lisboa,Misericrdia,38.71132,-9.1439,Entire home/apt,60,2,5,2021-11-12,0.23,9,361,3,6706/AL
42170590,Lovely Flat. Perfect for 2. Completely restored. Great location.,1312785,Juan,Lisboa,Alvalade,38.74713,-9.1476,Entire home/apt,63,3,8,2021-11-05,1.61,15,120,8,AL/77518
42185604,Large Contemporary Apartment with Three-Bedroom,334922735,Edivalter,Amadora,Mina de gua,38.77915,-9.23277,Entire home/apt,64,2,2,2021-02-16,0.15,1,344,1,107929/AL
42188315,Lovely Home,332673220,飞,Lisboa,Olivais,38.77743,-9.12004,Entire home/apt,79,3,0,,,1,88,0,Exempt
42190559,Alcântara Smart Studio | AC | Lx Factory,334334148,Siamak,Lisboa,Alcntara,38.70731,-9.17538,Entire home/apt,61,1,12,2021-11-14,0.83,2,339,10,89417/AL
42198243,VistaAoMar,21142975,Casas D'Almedina,Cascais,Cascais e Estoril,38.70622,-9.38456,Entire home/apt,85,5,1,2021-08-28,0.29,7,352,1,108737/AL
42204223,Central Luxury Apartment with terrace and jacuzzi,120899923,Sofia,Lisboa,Santo Antnio,38.72273,-9.14445,Entire home/apt,195,3,21,2021-12-06,0.99,1,260,18,94974/AL
42212433,Amazing studio. Comfy with AC. Lift. Clean&Safe,335300337,Carla E Eduardo,Lisboa,Santo Antnio,38.72102,-9.15168,Entire home/apt,55,2,2,2021-08-12,0.46,1,64,2,31542/AL
42214424,"Stunning, modern independent villa with pool",36795740,João,Vila Franca De Xira,"Alhandra, So Joo dos Montes e Calhandriz",38.93354,-9.07712,Entire home/apt,350,4,2,2021-08-22,0.12,1,346,1,107845/AL
42222796,"Clean & Safe, 10 minutes Airport and Center",335381498,Su & Tiago,Lisboa,Areeiro,38.7445,-9.14357,Entire home/apt,50,2,20,2021-09-17,1.25,1,1,15,43719/AL
42227617,С&O Lisbon Apartmants LX Factory,184966919,Olena,Lisboa,Alcntara,38.70602,-9.17609,Entire home/apt,220,3,0,,,5,360,0,105468/AL
42228928,The Cave - 6min Walk from S.Sebastião Metro,750300,André,Lisboa,Avenidas Novas,38.73274,-9.15011,Entire home/apt,89,5,1,2020-03-08,0.05,7,0,0,9022/2020
42234330,ALCÂNTARA 42,99481117,Carla Martins NOOK AGENCY,Lisboa,Alcntara,38.70831,-9.17499,Entire home/apt,79,3,0,,,20,0,0,107773/AL
42238805,Martim Moniz,115636172,Fernando,Lisboa,Santa Maria Maior,38.71349,-9.13558,Entire home/apt,53,2,6,2021-11-21,0.27,14,345,2,73599/AL
42242653,Angels Place (100% safe),335572125,Paulo Jorge,Lisboa,Arroios,38.7266,-9.13115,Entire home/apt,74,2,1,2021-08-27,0.29,1,0,1,786156
42242929,Casa d'Avóquitas -  Praia e campo,335574216,Eliana,Torres Vedras,So Pedro da Cadeira,39.07881,-9.41174,Entire home/apt,50,3,11,2021-11-14,0.50,1,359,5,107426/AL
42243564,Libest Ribeira 9 - Boavista COMFORT AND STYLE,56201244,Libest,Lisboa,Misericrdia,38.70863,-9.15002,Entire home/apt,175,2,15,2021-11-11,0.70,30,251,12,102002/AL
42243660,INGLESINHOS - CASTELO 4,152067692,Carolina,Lisboa,Santa Maria Maior,38.71303,-9.13485,Entire home/apt,109,3,25,2021-12-05,1.49,6,137,22,84969/AL
42244984,"Quinta dos Mouros, Vila mágica em  Sintra",3184682,Maria,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80008,-9.3991,Entire home/apt,8000,5,0,,,1,77,0,90216/AL
42248640,Lisbon Príncipe Real Flat w/ Green Garden,72635051,Maria,Lisboa,Santo Antnio,38.7173,-9.15316,Entire home/apt,95,3,2,2020-10-30,0.13,10,285,0,78621/AL
42251493,Renewed Historical apartment in Lisbon city Center,24402474,António,Lisboa,Misericrdia,38.709885,-9.149236,Entire home/apt,79,2,7,2021-11-13,1.75,2,233,7,62855AL
42262698,"Nepeta White Villa, Ericeira, Mafra !New!",5850608,Madalena,Mafra,Ericeira,38.9678,-9.41911,Entire home/apt,49,3,0,,,7,6,0,-
42263657,Casas da Avó V - Beach House - Santa Cruz,80977161,Ana,Torres Vedras,Silveira,39.135,-9.37949,Entire home/apt,37,2,7,2021-09-12,0.43,4,97,4,107055/AL
42264076,Libest Av. Liberdade 4 - Duque de Palmela CENTRAL,56201244,Libest,Lisboa,Santo Antnio,38.7225,-9.14907,Entire home/apt,155,2,22,2021-12-01,1.02,30,295,21,101028/AL
42265736,Surf Shack Ericeira -3 bedrooms -900m to the beach,12963296,Denis,Mafra,Carvoeira,38.95172,-9.40645,Entire home/apt,55,3,3,2021-10-30,0.20,2,362,2,58983/AL
42266498,Casa na praia da areia branca | surf | relax,308969706,Diana,Lourinh,Lourinh e Atalaia,39.27001,-9.33228,Private room,200,2,1,2020-08-28,0.06,1,85,0,1234\ap
42267029,GuestReady - Barão Viewpoint,402191311,GuestReady,Lisboa,Santa Maria Maior,38.71091,-9.13219,Entire home/apt,101,2,60,2021-11-28,2.80,101,277,40,87273/AL
42278374,Elsamar... o lugar ao sol na Praia da Areia Branca,335931030,Albino,Lourinh,Lourinh e Atalaia,39.26984,-9.3322,Entire home/apt,90,4,4,2021-09-03,0.24,1,335,1,107128/AL
42285429,"Colina Flora organic, eco vegan/vegie boutique B&B",336005263,Aasta,Sintra,Colares,38.78684,-9.45698,Private room,127,2,1,2020-02-26,0.05,1,365,0,8764AL
42288290,New!!! Lapa Design Apartment,336027747,Ana,Lisboa,Estrela,38.70831,-9.15635,Entire home/apt,45,3,14,2021-12-05,1.94,3,356,14,69131/AL
42288516,ALTIDO Spacious 1-bed Apt nearby Time Out Market &subway,1756107,Altido,Lisboa,Misericrdia,38.70695,-9.14571,Entire home/apt,96,2,5,2021-11-04,0.32,151,365,4,107366/AL
42288551,Casa Isabelle,1659960,Daniel,Lourinh,Lourinh e Atalaia,39.26151,-9.32081,Entire home/apt,69,7,0,,,38,23,0,106123/AL
42289658,"Casa da Fé, Sintra - Private Suite (A)",304138120,Ida,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.78961,-9.38046,Private room,57,1,15,2021-10-14,2.41,3,238,15,105566/AL
42290410,Nice & Cozy Apartment with Private Terrace,225884925,Íris,Lisboa,Campo de Ourique,38.71491,-9.15518,Entire home/apt,46,3,28,2021-12-01,1.63,7,168,17,112133/AL
42290526,"Casa da Fé, Sintra - Private Room (B)",304138120,Ida,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79082,-9.38044,Private room,55,1,24,2021-11-01,1.48,3,238,19,105566/AL
42290795,New!! Santos Design Apartment,336027747,Ana,Lisboa,Estrela,38.70831,-9.15635,Entire home/apt,42,3,15,2021-11-10,2.42,3,363,15,69131/AL
42291090,New!! Estrela Design Apartment,336027747,Ana,Lisboa,Estrela,38.70831,-9.15635,Entire home/apt,43,3,15,2021-11-12,2.43,3,360,15,69131/AL
42295297,New and quiet apartment with a pleasant terrace,139414951,Alda,Lisboa,Arroios,38.72419,-9.13142,Entire home/apt,148,3,13,2020-07-04,0.59,1,283,0,106688/AL
42297063,Sunny Lisbon Charming Studio,60406209,Ana,Lisboa,Estrela,38.70511,-9.15842,Entire home/apt,55,2,3,2021-07-17,0.15,1,283,2,84976/AL
42306728,My Mouraria Suites - Apart 4 next the Castle,124462320,Teresa & Bernardo,Lisboa,Santa Maria Maior,38.71461,-9.13253,Entire home/apt,52,2,3,2020-12-13,0.21,11,261,1,59709/AL
42308769,São Pedro Guest House,324549513,São Pedro,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79204,-9.37985,Private room,62,1,3,2021-09-12,0.76,4,179,3,96420/AL
42309155,São Pedro Guest House,324549513,São Pedro,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79032,-9.37945,Private room,65,1,0,,,4,180,0,96420/AL
42309343,São Pedro Guest House,324549513,São Pedro,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79003,-9.37923,Private room,65,1,0,,,4,180,0,96420/AL
42310212,"Tejo Guest House, Private room  3",336315606,MD Zakir,Lisboa,Santa Maria Maior,38.7173,-9.13346,Private room,29,1,0,,,4,0,0,55201
42310650,"Tejo Guest House, Lisbon, Private Double Room 1",336315606,MD Zakir,Lisboa,Santa Maria Maior,38.71514,-9.13197,Private room,29,1,0,,,4,0,0,55201
42310854,"Tejo Guest House Lisbon, Private Double Bedroom N2",336315606,MD Zakir,Lisboa,Santa Maria Maior,38.71687,-9.13364,Private room,29,1,0,,,4,0,0,55201
42311038,Tejo Guest House Lisbon Private double room N 4,336315606,MD Zakir,Lisboa,Santa Maria Maior,38.7152,-9.13188,Private room,29,1,0,,,4,0,0,55201
42314751,Stunning Apartment near Marquês de Pombal,46807062,Maria,Lisboa,Campolide,38.72465,-9.16121,Entire home/apt,70,2,33,2021-10-30,1.52,10,234,27,108157/AL
42321974,Campo de Ourique Premium,336499441,Ricardo,Lisboa,Campo de Ourique,38.71534,-9.16385,Entire home/apt,109,3,1,2020-02-17,0.05,1,204,0,65254/AL
42328343,Beautiful and Stylish 5 BR in the heart of Chiado,222211198,Leaseboa,Lisboa,Misericrdia,38.71214,-9.14682,Entire home/apt,251,2,12,2021-11-07,0.71,13,158,11,46164/AL
42343406,CB LISBOA-APARTMENT WITH BALCONY MODERN & LUMINOUS,318343650,Casa Boma,Lisboa,Alcntara,38.70524,-9.18919,Entire home/apt,68,1,47,2021-11-30,2.78,13,179,24,107527/AL
42345439,Madalena Orquidea Living 1.1 (1st floor),336809292,Quatro+1,Lisboa,Santa Maria Maior,38.7104,-9.13535,Entire home/apt,265,1,1,2021-10-10,0.49,9,364,1,82996/AL
42348204,"ALTIDO Urban 2BR Apt w/ Park view, in Cais do Sodré",1756107,Altido,Lisboa,Misericrdia,38.70649,-9.14757,Entire home/apt,126,2,1,2021-08-30,0.29,151,365,1,107299/AL
42349305,Lovely Apartment In Baixa Rossio near the Castle,8528306,Paulo,Lisboa,Santa Maria Maior,38.71488,-9.13534,Entire home/apt,50,3,2,2021-10-24,1.13,2,358,2,43117/AL
42355712,Apartamento da Sofia 2,336884901,Rui,Cascais,Cascais e Estoril,38.70595,-9.4322,Entire home/apt,60,2,4,2021-09-30,0.19,1,89,1,104116/AL
42356254,Apartamento Brilhante no Centro Histórico BAIXA#4D,2971040,Estela,Lisboa,Santa Maria Maior,38.71266,-9.13734,Entire home/apt,138,2,4,2021-09-09,0.33,10,333,4,42247AL
42357141,Apartamento Encantador no Centro Histórico BAIXA #4E,2971040,Estela,Lisboa,Santa Maria Maior,38.7136,-9.13665,Entire home/apt,127,2,0,,,10,317,0,4940/AL
42357518,Apartamento Charmoso no Centro Histórico BAIXA #3D,2971040,Estela,Lisboa,Santa Maria Maior,38.71266,-9.13734,Entire home/apt,150,2,6,2021-11-19,0.48,10,321,5,4934/AL
42357853,Apartamento Familiar no Centro Histórico BAIXA #3E,2971040,Estela,Lisboa,Santa Maria Maior,38.71266,-9.13734,Entire home/apt,138,2,2,2021-07-10,0.18,10,329,2,4352/AL
42359137,Studio  Lisboa   Alfama - Excelente localização,74842625,Márcio,Lisboa,Santa Maria Maior,38.71313,-9.12773,Entire home/apt,39,2,0,,,1,71,0,44264/AL
42370945,NEW! Downtown apt in Premium location central,45429583,Habitat,Lisboa,Misericrdia,38.70969,-9.14733,Entire home/apt,90,1,0,,,24,363,0,49391/AL
42372944,CB LISBOA - ELEGANT & SPACIOUS APARTMENT - CAMPO I,318343650,Casa Boma,Lisboa,Campo de Ourique,38.71414,-9.16681,Entire home/apt,74,1,40,2021-12-01,2.37,13,143,30,107526/AL
42373149,Sea All Around - Sea View Apartment By HHR,58287076,Esperança,Cascais,Carcavelos e Parede,38.68521,-9.34909,Entire home/apt,80,2,0,,,1,162,0,107286/AL
42374902,Cais Sodré Design Duplex - Ribeira 11,3953109,Feels Like Home,Lisboa,Misericrdia,38.70817,-9.14827,Entire home/apt,131,1,9,2021-11-16,1.97,281,339,9,96634/AL
42374903,Chic Chiado Exotic Spacious Residence,3953109,Feels Like Home,Lisboa,Misericrdia,38.71165,-9.14301,Entire home/apt,125,1,10,2021-11-24,0.60,281,341,9,15458/AL
42377179,Spacious Double Room in the heart of Lisbon,337071509,Mayana,Lisboa,Santo Antnio,38.71703,-9.14658,Private room,22,2,0,,,1,0,0,Exempt
42379143,Between Mountain and Sea,336840053,Teresa,Cascais,Alcabideche,38.75442,-9.44817,Entire home/apt,135,3,1,2021-10-25,0.65,1,365,1,107524/AL
42393919,Madalena Orquidea Living 2.1 (2nd floor),336809292,Quatro+1,Lisboa,Santa Maria Maior,38.71045,-9.1354,Entire home/apt,265,1,0,,,9,360,0,82999/AL
42394930,LOFT58-Luxury Loft with internal swimming pool,288608597,Matteo,Lisboa,Marvila,38.74019,-9.10356,Entire home/apt,2350,3,0,,,1,361,0,96691/AL
42395029,Cozy room close to the sea,102192154,Eleonora,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69446,-9.29723,Private room,35,1,0,,,1,88,0,Exempt
42395447,Madalena Orquidea Living 3.1 (3rd floor),336809292,Quatro+1,Lisboa,Santa Maria Maior,38.71045,-9.1354,Entire home/apt,265,1,0,,,9,364,0,83002/AL
42401884,Restinghouse Cacém 2,336047644,Paulo,Sintra,Cacm e So Marcos,38.76771,-9.3024,Entire home/apt,65,3,0,,,3,150,0,106102/AL
42401885,Restinghouse Cacém 1,336047644,Paulo,Sintra,Cacm e So Marcos,38.76796,-9.30202,Entire home/apt,65,3,0,,,3,154,0,106103/AL
42403358,Madalena Orquidea Living 3.2 (3rd floor),336809292,Quatro+1,Lisboa,Santa Maria Maior,38.71045,-9.1354,Entire home/apt,265,1,0,,,9,326,0,83003/AL
42403865,Maria's Villa,42994968,Maria Das Mercês,Cascais,Cascais e Estoril,38.69651,-9.37489,Private room,50,5,0,,,4,0,0,107856/AL
42403942,Madalena Orquidea Living 4.1 (4th floor),336809292,Quatro+1,Lisboa,Santa Maria Maior,38.71045,-9.1354,Entire home/apt,265,1,1,2021-11-01,0.77,9,364,1,83006/AL
